Id,Province/State,Country/Region,Lat,Long,Date,ConfirmedCases,Fatalities
103,,Albania,41.1533,20.1683,1/31/20,0,0
104,,Albania,41.1533,20.1683,2/1/20,0,0
105,,Albania,41.1533,20.1683,2/2/20,0,0
106,,Albania,41.1533,20.1683,2/3/20,0,0
107,,Albania,41.1533,20.1683,2/4/20,0,0
108,,Albania,41.1533,20.1683,2/5/20,0,0
109,,Albania,41.1533,20.1683,2/6/20,0,0
110,,Albania,41.1533,20.1683,2/7/20,0,0
111,,Albania,41.1533,20.1683,2/8/20,0,0
112,,Albania,41.1533,20.1683,2/9/20,0,0
113,,Albania,41.1533,20.1683,2/10/20,0,0
114,,Albania,41.1533,20.1683,2/11/20,0,0
115,,Albania,41.1533,20.1683,2/12/20,0,0
116,,Albania,41.1533,20.1683,2/13/20,0,0
117,,Albania,41.1533,20.1683,2/14/20,0,0
118,,Albania,41.1533,20.1683,2/15/20,0,0
119,,Albania,41.1533,20.1683,2/16/20,0,0
120,,Albania,41.1533,20.1683,2/17/20,0,0
121,,Albania,41.1533,20.1683,2/18/20,0,0
122,,Albania,41.1533,20.1683,2/19/20,0,0
123,,Albania,41.1533,20.1683,2/20/20,0,0
124,,Albania,41.1533,20.1683,2/21/20,0,0
125,,Albania,41.1533,20.1683,2/22/20,0,0
126,,Albania,41.1533,20.1683,2/23/20,0,0
127,,Albania,41.1533,20.1683,2/24/20,0,0
128,,Albania,41.1533,20.1683,2/25/20,0,0
129,,Albania,41.1533,20.1683,2/26/20,0,0
130,,Albania,41.1533,20.1683,2/27/20,0,0
131,,Albania,41.1533,20.1683,2/28/20,0,0
132,,Albania,41.1533,20.1683,2/29/20,0,0
133,,Albania,41.1533,20.1683,3/1/20,0,0
134,,Albania,41.1533,20.1683,3/2/20,0,0
135,,Albania,41.1533,20.1683,3/3/20,0,0
136,,Albania,41.1533,20.1683,3/4/20,0,0
137,,Albania,41.1533,20.1683,3/5/20,0,0
138,,Albania,41.1533,20.1683,3/6/20,0,0
139,,Albania,41.1533,20.1683,3/7/20,0,0
140,,Albania,41.1533,20.1683,3/8/20,0,0
141,,Albania,41.1533,20.1683,3/9/20,2,0
142,,Albania,41.1533,20.1683,3/10/20,10,0
143,,Albania,41.1533,20.1683,3/11/20,12,1
144,,Albania,41.1533,20.1683,3/12/20,23,1
145,,Albania,41.1533,20.1683,3/13/20,33,1
146,,Albania,41.1533,20.1683,3/14/20,38,1
147,,Albania,41.1533,20.1683,3/15/20,42,1
148,,Albania,41.1533,20.1683,3/16/20,51,1
149,,Albania,41.1533,20.1683,3/17/20,55,1
150,,Albania,41.1533,20.1683,3/18/20,59,2
151,,Albania,41.1533,20.1683,3/19/20,64,2
152,,Albania,41.1533,20.1683,3/20/20,70,2
153,,Albania,41.1533,20.1683,3/21/20,76,2
154,,Albania,41.1533,20.1683,3/22/20,89,2
155,,Albania,41.1533,20.1683,3/23/20,104,4
156,,Albania,41.1533,20.1683,3/24/20,123,5
187,,Algeria,28.0339,1.6596,1/22/20,0,0
188,,Algeria,28.0339,1.6596,1/23/20,0,0
189,,Algeria,28.0339,1.6596,1/24/20,0,0
190,,Algeria,28.0339,1.6596,1/25/20,0,0
191,,Algeria,28.0339,1.6596,1/26/20,0,0
192,,Algeria,28.0339,1.6596,1/27/20,0,0
193,,Algeria,28.0339,1.6596,1/28/20,0,0
194,,Algeria,28.0339,1.6596,1/29/20,0,0
195,,Algeria,28.0339,1.6596,1/30/20,0,0
196,,Algeria,28.0339,1.6596,1/31/20,0,0
197,,Algeria,28.0339,1.6596,2/1/20,0,0
198,,Algeria,28.0339,1.6596,2/2/20,0,0
199,,Algeria,28.0339,1.6596,2/3/20,0,0
200,,Algeria,28.0339,1.6596,2/4/20,0,0
201,,Algeria,28.0339,1.6596,2/5/20,0,0
202,,Algeria,28.0339,1.6596,2/6/20,0,0
203,,Algeria,28.0339,1.6596,2/7/20,0,0
204,,Algeria,28.0339,1.6596,2/8/20,0,0
205,,Algeria,28.0339,1.6596,2/9/20,0,0
206,,Algeria,28.0339,1.6596,2/10/20,0,0
207,,Algeria,28.0339,1.6596,2/11/20,0,0
208,,Algeria,28.0339,1.6596,2/12/20,0,0
209,,Algeria,28.0339,1.6596,2/13/20,0,0
210,,Algeria,28.0339,1.6596,2/14/20,0,0
211,,Algeria,28.0339,1.6596,2/15/20,0,0
212,,Algeria,28.0339,1.6596,2/16/20,0,0
213,,Algeria,28.0339,1.6596,2/17/20,0,0
214,,Algeria,28.0339,1.6596,2/18/20,0,0
215,,Algeria,28.0339,1.6596,2/19/20,0,0
216,,Algeria,28.0339,1.6596,2/20/20,0,0
217,,Algeria,28.0339,1.6596,2/21/20,0,0
218,,Algeria,28.0339,1.6596,2/22/20,0,0
219,,Algeria,28.0339,1.6596,2/23/20,0,0
220,,Algeria,28.0339,1.6596,2/24/20,0,0
221,,Algeria,28.0339,1.6596,2/25/20,1,0
222,,Algeria,28.0339,1.6596,2/26/20,1,0
223,,Algeria,28.0339,1.6596,2/27/20,1,0
224,,Algeria,28.0339,1.6596,2/28/20,1,0
225,,Algeria,28.0339,1.6596,2/29/20,1,0
226,,Algeria,28.0339,1.6596,3/1/20,1,0
227,,Algeria,28.0339,1.6596,3/2/20,3,0
228,,Algeria,28.0339,1.6596,3/3/20,5,0
229,,Algeria,28.0339,1.6596,3/4/20,12,0
230,,Algeria,28.0339,1.6596,3/5/20,12,0
231,,Algeria,28.0339,1.6596,3/6/20,17,0
232,,Algeria,28.0339,1.6596,3/7/20,17,0
233,,Algeria,28.0339,1.6596,3/8/20,19,0
234,,Algeria,28.0339,1.6596,3/9/20,20,0
235,,Algeria,28.0339,1.6596,3/10/20,20,0
236,,Algeria,28.0339,1.6596,3/11/20,20,0
237,,Algeria,28.0339,1.6596,3/12/20,24,1
238,,Algeria,28.0339,1.6596,3/13/20,26,2
239,,Algeria,28.0339,1.6596,3/14/20,37,3
240,,Algeria,28.0339,1.6596,3/15/20,48,4
241,,Algeria,28.0339,1.6596,3/16/20,54,4
242,,Algeria,28.0339,1.6596,3/17/20,60,4
243,,Algeria,28.0339,1.6596,3/18/20,74,7
244,,Algeria,28.0339,1.6596,3/19/20,87,9
245,,Algeria,28.0339,1.6596,3/20/20,90,11
246,,Algeria,28.0339,1.6596,3/21/20,139,15
247,,Algeria,28.0339,1.6596,3/22/20,201,17
248,,Algeria,28.0339,1.6596,3/23/20,230,17
249,,Algeria,28.0339,1.6596,3/24/20,264,19
280,,Andorra,42.5063,1.5218,1/22/20,0,0
281,,Andorra,42.5063,1.5218,1/23/20,0,0
282,,Andorra,42.5063,1.5218,1/24/20,0,0
283,,Andorra,42.5063,1.5218,1/25/20,0,0
284,,Andorra,42.5063,1.5218,1/26/20,0,0
285,,Andorra,42.5063,1.5218,1/27/20,0,0
286,,Andorra,42.5063,1.5218,1/28/20,0,0
287,,Andorra,42.5063,1.5218,1/29/20,0,0
288,,Andorra,42.5063,1.5218,1/30/20,0,0
289,,Andorra,42.5063,1.5218,1/31/20,0,0
290,,Andorra,42.5063,1.5218,2/1/20,0,0
291,,Andorra,42.5063,1.5218,2/2/20,0,0
292,,Andorra,42.5063,1.5218,2/3/20,0,0
293,,Andorra,42.5063,1.5218,2/4/20,0,0
294,,Andorra,42.5063,1.5218,2/5/20,0,0
295,,Andorra,42.5063,1.5218,2/6/20,0,0
296,,Andorra,42.5063,1.5218,2/7/20,0,0
297,,Andorra,42.5063,1.5218,2/8/20,0,0
298,,Andorra,42.5063,1.5218,2/9/20,0,0
299,,Andorra,42.5063,1.5218,2/10/20,0,0
300,,Andorra,42.5063,1.5218,2/11/20,0,0
301,,Andorra,42.5063,1.5218,2/12/20,0,0
302,,Andorra,42.5063,1.5218,2/13/20,0,0
303,,Andorra,42.5063,1.5218,2/14/20,0,0
304,,Andorra,42.5063,1.5218,2/15/20,0,0
305,,Andorra,42.5063,1.5218,2/16/20,0,0
306,,Andorra,42.5063,1.5218,2/17/20,0,0
307,,Andorra,42.5063,1.5218,2/18/20,0,0
308,,Andorra,42.5063,1.5218,2/19/20,0,0
309,,Andorra,42.5063,1.5218,2/20/20,0,0
310,,Andorra,42.5063,1.5218,2/21/20,0,0
311,,Andorra,42.5063,1.5218,2/22/20,0,0
312,,Andorra,42.5063,1.5218,2/23/20,0,0
313,,Andorra,42.5063,1.5218,2/24/20,0,0
314,,Andorra,42.5063,1.5218,2/25/20,0,0
315,,Andorra,42.5063,1.5218,2/26/20,0,0
316,,Andorra,42.5063,1.5218,2/27/20,0,0
317,,Andorra,42.5063,1.5218,2/28/20,0,0
318,,Andorra,42.5063,1.5218,2/29/20,0,0
319,,Andorra,42.5063,1.5218,3/1/20,0,0
320,,Andorra,42.5063,1.5218,3/2/20,1,0
321,,Andorra,42.5063,1.5218,3/3/20,1,0
322,,Andorra,42.5063,1.5218,3/4/20,1,0
323,,Andorra,42.5063,1.5218,3/5/20,1,0
324,,Andorra,42.5063,1.5218,3/6/20,1,0
325,,Andorra,42.5063,1.5218,3/7/20,1,0
326,,Andorra,42.5063,1.5218,3/8/20,1,0
327,,Andorra,42.5063,1.5218,3/9/20,1,0
328,,Andorra,42.5063,1.5218,3/10/20,1,0
329,,Andorra,42.5063,1.5218,3/11/20,1,0
330,,Andorra,42.5063,1.5218,3/12/20,1,0
331,,Andorra,42.5063,1.5218,3/13/20,1,0
332,,Andorra,42.5063,1.5218,3/14/20,1,0
333,,Andorra,42.5063,1.5218,3/15/20,1,0
334,,Andorra,42.5063,1.5218,3/16/20,2,0
335,,Andorra,42.5063,1.5218,3/17/20,39,0
336,,Andorra,42.5063,1.5218,3/18/20,39,0
337,,Andorra,42.5063,1.5218,3/19/20,53,0
338,,Andorra,42.5063,1.5218,3/20/20,75,0
339,,Andorra,42.5063,1.5218,3/21/20,88,0
340,,Andorra,42.5063,1.5218,3/22/20,113,1
341,,Andorra,42.5063,1.5218,3/23/20,133,1
342,,Andorra,42.5063,1.5218,3/24/20,164,1
373,,Antigua and Barbuda,17.0608,-61.7964,1/22/20,0,0
374,,Antigua and Barbuda,17.0608,-61.7964,1/23/20,0,0
375,,Antigua and Barbuda,17.0608,-61.7964,1/24/20,0,0
376,,Antigua and Barbuda,17.0608,-61.7964,1/25/20,0,0
377,,Antigua and Barbuda,17.0608,-61.7964,1/26/20,0,0
378,,Antigua and Barbuda,17.0608,-61.7964,1/27/20,0,0
379,,Antigua and Barbuda,17.0608,-61.7964,1/28/20,0,0
380,,Antigua and Barbuda,17.0608,-61.7964,1/29/20,0,0
381,,Antigua and Barbuda,17.0608,-61.7964,1/30/20,0,0
382,,Antigua and Barbuda,17.0608,-61.7964,1/31/20,0,0
383,,Antigua and Barbuda,17.0608,-61.7964,2/1/20,0,0
384,,Antigua and Barbuda,17.0608,-61.7964,2/2/20,0,0
385,,Antigua and Barbuda,17.0608,-61.7964,2/3/20,0,0
386,,Antigua and Barbuda,17.0608,-61.7964,2/4/20,0,0
387,,Antigua and Barbuda,17.0608,-61.7964,2/5/20,0,0
388,,Antigua and Barbuda,17.0608,-61.7964,2/6/20,0,0
389,,Antigua and Barbuda,17.0608,-61.7964,2/7/20,0,0
390,,Antigua and Barbuda,17.0608,-61.7964,2/8/20,0,0
391,,Antigua and Barbuda,17.0608,-61.7964,2/9/20,0,0
392,,Antigua and Barbuda,17.0608,-61.7964,2/10/20,0,0
393,,Antigua and Barbuda,17.0608,-61.7964,2/11/20,0,0
394,,Antigua and Barbuda,17.0608,-61.7964,2/12/20,0,0
395,,Antigua and Barbuda,17.0608,-61.7964,2/13/20,0,0
396,,Antigua and Barbuda,17.0608,-61.7964,2/14/20,0,0
397,,Antigua and Barbuda,17.0608,-61.7964,2/15/20,0,0
398,,Antigua and Barbuda,17.0608,-61.7964,2/16/20,0,0
399,,Antigua and Barbuda,17.0608,-61.7964,2/17/20,0,0
400,,Antigua and Barbuda,17.0608,-61.7964,2/18/20,0,0
401,,Antigua and Barbuda,17.0608,-61.7964,2/19/20,0,0
402,,Antigua and Barbuda,17.0608,-61.7964,2/20/20,0,0
403,,Antigua and Barbuda,17.0608,-61.7964,2/21/20,0,0
404,,Antigua and Barbuda,17.0608,-61.7964,2/22/20,0,0
405,,Antigua and Barbuda,17.0608,-61.7964,2/23/20,0,0
406,,Antigua and Barbuda,17.0608,-61.7964,2/24/20,0,0
407,,Antigua and Barbuda,17.0608,-61.7964,2/25/20,0,0
408,,Antigua and Barbuda,17.0608,-61.7964,2/26/20,0,0
409,,Antigua and Barbuda,17.0608,-61.7964,2/27/20,0,0
410,,Antigua and Barbuda,17.0608,-61.7964,2/28/20,0,0
411,,Antigua and Barbuda,17.0608,-61.7964,2/29/20,0,0
412,,Antigua and Barbuda,17.0608,-61.7964,3/1/20,0,0
413,,Antigua and Barbuda,17.0608,-61.7964,3/2/20,0,0
414,,Antigua and Barbuda,17.0608,-61.7964,3/3/20,0,0
415,,Antigua and Barbuda,17.0608,-61.7964,3/4/20,0,0
416,,Antigua and Barbuda,17.0608,-61.7964,3/5/20,0,0
417,,Antigua and Barbuda,17.0608,-61.7964,3/6/20,0,0
418,,Antigua and Barbuda,17.0608,-61.7964,3/7/20,0,0
419,,Antigua and Barbuda,17.0608,-61.7964,3/8/20,0,0
420,,Antigua and Barbuda,17.0608,-61.7964,3/9/20,0,0
421,,Antigua and Barbuda,17.0608,-61.7964,3/10/20,0,0
422,,Antigua and Barbuda,17.0608,-61.7964,3/11/20,0,0
423,,Antigua and Barbuda,17.0608,-61.7964,3/12/20,0,0
424,,Antigua and Barbuda,17.0608,-61.7964,3/13/20,1,0
425,,Antigua and Barbuda,17.0608,-61.7964,3/14/20,1,0
426,,Antigua and Barbuda,17.0608,-61.7964,3/15/20,1,0
427,,Antigua and Barbuda,17.0608,-61.7964,3/16/20,1,0
428,,Antigua and Barbuda,17.0608,-61.7964,3/17/20,1,0
429,,Antigua and Barbuda,17.0608,-61.7964,3/18/20,1,0
430,,Antigua and Barbuda,17.0608,-61.7964,3/19/20,1,0
431,,Antigua and Barbuda,17.0608,-61.7964,3/20/20,1,0
432,,Antigua and Barbuda,17.0608,-61.7964,3/21/20,1,0
433,,Antigua and Barbuda,17.0608,-61.7964,3/22/20,1,0
434,,Antigua and Barbuda,17.0608,-61.7964,3/23/20,3,0
435,,Antigua and Barbuda,17.0608,-61.7964,3/24/20,3,0
466,,Argentina,-38.4161,-63.6167,1/22/20,0,0
467,,Argentina,-38.4161,-63.6167,1/23/20,0,0
468,,Argentina,-38.4161,-63.6167,1/24/20,0,0
469,,Argentina,-38.4161,-63.6167,1/25/20,0,0
470,,Argentina,-38.4161,-63.6167,1/26/20,0,0
471,,Argentina,-38.4161,-63.6167,1/27/20,0,0
472,,Argentina,-38.4161,-63.6167,1/28/20,0,0
473,,Argentina,-38.4161,-63.6167,1/29/20,0,0
474,,Argentina,-38.4161,-63.6167,1/30/20,0,0
475,,Argentina,-38.4161,-63.6167,1/31/20,0,0
476,,Argentina,-38.4161,-63.6167,2/1/20,0,0
477,,Argentina,-38.4161,-63.6167,2/2/20,0,0
478,,Argentina,-38.4161,-63.6167,2/3/20,0,0
479,,Argentina,-38.4161,-63.6167,2/4/20,0,0
480,,Argentina,-38.4161,-63.6167,2/5/20,0,0
481,,Argentina,-38.4161,-63.6167,2/6/20,0,0
482,,Argentina,-38.4161,-63.6167,2/7/20,0,0
483,,Argentina,-38.4161,-63.6167,2/8/20,0,0
484,,Argentina,-38.4161,-63.6167,2/9/20,0,0
485,,Argentina,-38.4161,-63.6167,2/10/20,0,0
486,,Argentina,-38.4161,-63.6167,2/11/20,0,0
487,,Argentina,-38.4161,-63.6167,2/12/20,0,0
488,,Argentina,-38.4161,-63.6167,2/13/20,0,0
489,,Argentina,-38.4161,-63.6167,2/14/20,0,0
490,,Argentina,-38.4161,-63.6167,2/15/20,0,0
491,,Argentina,-38.4161,-63.6167,2/16/20,0,0
492,,Argentina,-38.4161,-63.6167,2/17/20,0,0
493,,Argentina,-38.4161,-63.6167,2/18/20,0,0
494,,Argentina,-38.4161,-63.6167,2/19/20,0,0
495,,Argentina,-38.4161,-63.6167,2/20/20,0,0
496,,Argentina,-38.4161,-63.6167,2/21/20,0,0
497,,Argentina,-38.4161,-63.6167,2/22/20,0,0
498,,Argentina,-38.4161,-63.6167,2/23/20,0,0
499,,Argentina,-38.4161,-63.6167,2/24/20,0,0
500,,Argentina,-38.4161,-63.6167,2/25/20,0,0
501,,Argentina,-38.4161,-63.6167,2/26/20,0,0
502,,Argentina,-38.4161,-63.6167,2/27/20,0,0
503,,Argentina,-38.4161,-63.6167,2/28/20,0,0
504,,Argentina,-38.4161,-63.6167,2/29/20,0,0
505,,Argentina,-38.4161,-63.6167,3/1/20,0,0
506,,Argentina,-38.4161,-63.6167,3/2/20,0,0
507,,Argentina,-38.4161,-63.6167,3/3/20,1,0
508,,Argentina,-38.4161,-63.6167,3/4/20,1,0
509,,Argentina,-38.4161,-63.6167,3/5/20,1,0
510,,Argentina,-38.4161,-63.6167,3/6/20,2,0
511,,Argentina,-38.4161,-63.6167,3/7/20,8,0
512,,Argentina,-38.4161,-63.6167,3/8/20,12,1
513,,Argentina,-38.4161,-63.6167,3/9/20,12,1
514,,Argentina,-38.4161,-63.6167,3/10/20,17,1
515,,Argentina,-38.4161,-63.6167,3/11/20,19,1
516,,Argentina,-38.4161,-63.6167,3/12/20,19,1
517,,Argentina,-38.4161,-63.6167,3/13/20,31,2
518,,Argentina,-38.4161,-63.6167,3/14/20,34,2
519,,Argentina,-38.4161,-63.6167,3/15/20,45,2
520,,Argentina,-38.4161,-63.6167,3/16/20,56,2
521,,Argentina,-38.4161,-63.6167,3/17/20,68,2
522,,Argentina,-38.4161,-63.6167,3/18/20,79,2
523,,Argentina,-38.4161,-63.6167,3/19/20,97,3
524,,Argentina,-38.4161,-63.6167,3/20/20,128,3
525,,Argentina,-38.4161,-63.6167,3/21/20,158,4
526,,Argentina,-38.4161,-63.6167,3/22/20,225,4
527,,Argentina,-38.4161,-63.6167,3/23/20,266,4
528,,Argentina,-38.4161,-63.6167,3/24/20,387,6
559,,Armenia,40.0691,45.0382,1/22/20,0,0
560,,Armenia,40.0691,45.0382,1/23/20,0,0
561,,Armenia,40.0691,45.0382,1/24/20,0,0
562,,Armenia,40.0691,45.0382,1/25/20,0,0
563,,Armenia,40.0691,45.0382,1/26/20,0,0
564,,Armenia,40.0691,45.0382,1/27/20,0,0
565,,Armenia,40.0691,45.0382,1/28/20,0,0
566,,Armenia,40.0691,45.0382,1/29/20,0,0
567,,Armenia,40.0691,45.0382,1/30/20,0,0
568,,Armenia,40.0691,45.0382,1/31/20,0,0
569,,Armenia,40.0691,45.0382,2/1/20,0,0
570,,Armenia,40.0691,45.0382,2/2/20,0,0
571,,Armenia,40.0691,45.0382,2/3/20,0,0
572,,Armenia,40.0691,45.0382,2/4/20,0,0
573,,Armenia,40.0691,45.0382,2/5/20,0,0
574,,Armenia,40.0691,45.0382,2/6/20,0,0
575,,Armenia,40.0691,45.0382,2/7/20,0,0
576,,Armenia,40.0691,45.0382,2/8/20,0,0
577,,Armenia,40.0691,45.0382,2/9/20,0,0
578,,Armenia,40.0691,45.0382,2/10/20,0,0
579,,Armenia,40.0691,45.0382,2/11/20,0,0
580,,Armenia,40.0691,45.0382,2/12/20,0,0
581,,Armenia,40.0691,45.0382,2/13/20,0,0
582,,Armenia,40.0691,45.0382,2/14/20,0,0
583,,Armenia,40.0691,45.0382,2/15/20,0,0
584,,Armenia,40.0691,45.0382,2/16/20,0,0
585,,Armenia,40.0691,45.0382,2/17/20,0,0
586,,Armenia,40.0691,45.0382,2/18/20,0,0
587,,Armenia,40.0691,45.0382,2/19/20,0,0
588,,Armenia,40.0691,45.0382,2/20/20,0,0
589,,Armenia,40.0691,45.0382,2/21/20,0,0
590,,Armenia,40.0691,45.0382,2/22/20,0,0
591,,Armenia,40.0691,45.0382,2/23/20,0,0
592,,Armenia,40.0691,45.0382,2/24/20,0,0
593,,Armenia,40.0691,45.0382,2/25/20,0,0
594,,Armenia,40.0691,45.0382,2/26/20,0,0
595,,Armenia,40.0691,45.0382,2/27/20,0,0
596,,Armenia,40.0691,45.0382,2/28/20,0,0
597,,Armenia,40.0691,45.0382,2/29/20,0,0
598,,Armenia,40.0691,45.0382,3/1/20,1,0
599,,Armenia,40.0691,45.0382,3/2/20,1,0
600,,Armenia,40.0691,45.0382,3/3/20,1,0
601,,Armenia,40.0691,45.0382,3/4/20,1,0
602,,Armenia,40.0691,45.0382,3/5/20,1,0
603,,Armenia,40.0691,45.0382,3/6/20,1,0
604,,Armenia,40.0691,45.0382,3/7/20,1,0
605,,Armenia,40.0691,45.0382,3/8/20,1,0
606,,Armenia,40.0691,45.0382,3/9/20,1,0
607,,Armenia,40.0691,45.0382,3/10/20,1,0
608,,Armenia,40.0691,45.0382,3/11/20,1,0
609,,Armenia,40.0691,45.0382,3/12/20,4,0
610,,Armenia,40.0691,45.0382,3/13/20,8,0
611,,Armenia,40.0691,45.0382,3/14/20,18,0
612,,Armenia,40.0691,45.0382,3/15/20,26,0
613,,Armenia,40.0691,45.0382,3/16/20,52,0
614,,Armenia,40.0691,45.0382,3/17/20,78,0
615,,Armenia,40.0691,45.0382,3/18/20,84,0
616,,Armenia,40.0691,45.0382,3/19/20,115,0
617,,Armenia,40.0691,45.0382,3/20/20,136,0
618,,Armenia,40.0691,45.0382,3/21/20,160,0
619,,Armenia,40.0691,45.0382,3/22/20,194,0
620,,Armenia,40.0691,45.0382,3/23/20,235,0
621,,Armenia,40.0691,45.0382,3/24/20,249,0
652,,Aruba,12.5211,-69.9683,1/22/20,0,0
653,,Aruba,12.5211,-69.9683,1/23/20,0,0
654,,Aruba,12.5211,-69.9683,1/24/20,0,0
655,,Aruba,12.5211,-69.9683,1/25/20,0,0
656,,Aruba,12.5211,-69.9683,1/26/20,0,0
657,,Aruba,12.5211,-69.9683,1/27/20,0,0
658,,Aruba,12.5211,-69.9683,1/28/20,0,0
659,,Aruba,12.5211,-69.9683,1/29/20,0,0
660,,Aruba,12.5211,-69.9683,1/30/20,0,0
661,,Aruba,12.5211,-69.9683,1/31/20,0,0
662,,Aruba,12.5211,-69.9683,2/1/20,0,0
663,,Aruba,12.5211,-69.9683,2/2/20,0,0
664,,Aruba,12.5211,-69.9683,2/3/20,0,0
665,,Aruba,12.5211,-69.9683,2/4/20,0,0
666,,Aruba,12.5211,-69.9683,2/5/20,0,0
667,,Aruba,12.5211,-69.9683,2/6/20,0,0
668,,Aruba,12.5211,-69.9683,2/7/20,0,0
669,,Aruba,12.5211,-69.9683,2/8/20,0,0
670,,Aruba,12.5211,-69.9683,2/9/20,0,0
671,,Aruba,12.5211,-69.9683,2/10/20,0,0
672,,Aruba,12.5211,-69.9683,2/11/20,0,0
673,,Aruba,12.5211,-69.9683,2/12/20,0,0
674,,Aruba,12.5211,-69.9683,2/13/20,0,0
675,,Aruba,12.5211,-69.9683,2/14/20,0,0
676,,Aruba,12.5211,-69.9683,2/15/20,0,0
677,,Aruba,12.5211,-69.9683,2/16/20,0,0
678,,Aruba,12.5211,-69.9683,2/17/20,0,0
679,,Aruba,12.5211,-69.9683,2/18/20,0,0
680,,Aruba,12.5211,-69.9683,2/19/20,0,0
681,,Aruba,12.5211,-69.9683,2/20/20,0,0
682,,Aruba,12.5211,-69.9683,2/21/20,0,0
683,,Aruba,12.5211,-69.9683,2/22/20,0,0
684,,Aruba,12.5211,-69.9683,2/23/20,0,0
685,,Aruba,12.5211,-69.9683,2/24/20,0,0
686,,Aruba,12.5211,-69.9683,2/25/20,0,0
687,,Aruba,12.5211,-69.9683,2/26/20,0,0
688,,Aruba,12.5211,-69.9683,2/27/20,0,0
689,,Aruba,12.5211,-69.9683,2/28/20,0,0
690,,Aruba,12.5211,-69.9683,2/29/20,0,0
691,,Aruba,12.5211,-69.9683,3/1/20,0,0
692,,Aruba,12.5211,-69.9683,3/2/20,0,0
693,,Aruba,12.5211,-69.9683,3/3/20,0,0
694,,Aruba,12.5211,-69.9683,3/4/20,0,0
695,,Aruba,12.5211,-69.9683,3/5/20,0,0
696,,Aruba,12.5211,-69.9683,3/6/20,0,0
