"country_region","confirmed_cases","fatalities","a","b","c","new_t"
"Antigua and Barbuda",23,3,100,0.07,51.0419682923197,38
"Antigua and Barbuda",24,3,100,0.07,51.0419682923197,39
"Antigua and Barbuda",24,3,100,0.07,51.0419682923197,40
"Antigua and Barbuda",24,3,100,0.07,51.0419682923197,41
"Antigua and Barbuda",24,3,100,0.07,51.0419682923197,42
"Antigua and Barbuda",24,3,100,0.07,51.0419682923197,43
"Antigua and Barbuda",24,3,100,0.07,51.0419682923197,44
"Antigua and Barbuda",24,3,100,0.07,51.0419682923197,45
"Antigua and Barbuda",24,3,100,0.07,51.0419682923197,46
"Argentina",3031,147,10000,0.08,57.2771256909891,48
"Argentina",3144,152,10000,0.08,57.2771256909891,49
"Argentina",3435,165,10000,0.08,57.2771256909891,50
"Argentina",3607,176,10000,0.08,57.2771256909891,51
"Argentina",3780,185,10000,0.08,57.2771256909891,52
"Argentina",3892,192,10000,0.08,57.2771256909891,53
"Argentina",4003,197,10000,0.08,57.2771256909891,54
"Argentina",4127,207,10000,0.08,57.2771256909891,55
"Argentina",4285,214,10000,0.08,57.2771256909891,56
"Armenia",1401,24,1000,0.24,28.6758966960788,50
"Armenia",1473,24,1000,0.24,28.6758966960788,51
"Armenia",1523,24,1000,0.24,28.6758966960788,52
"Armenia",1596,27,1000,0.24,28.6758966960788,53
"Armenia",1677,28,1000,0.24,28.6758966960788,54
"Armenia",1746,28,1000,0.24,28.6758966960788,55
"Armenia",1808,29,1000,0.24,28.6758966960788,56
"Armenia",1867,30,1000,0.24,28.6758966960788,57
"Armenia",1932,30,1000,0.24,28.6758966960788,58
"Australia",6547,67,10000,0.1,70.6911970165026,85
"Australia",6547,67,10000,0.1,70.6911970165026,86
"Australia",6661,75,10000,0.1,70.6911970165026,87
"Australia",6677,79,10000,0.1,70.6911970165026,88
"Australia",6694,80,10000,0.1,70.6911970165026,89
"Australia",6714,83,10000,0.1,70.6911970165026,90
"Australia",6721,83,10000,0.1,70.6911970165026,91
"Australia",6744,89,10000,0.1,70.6911970165026,92
"Australia",6752,91,10000,0.1,70.6911970165026,93
"Austria",14873,491,20000,0.11,38.0207052004142,55
"Austria",14925,510,20000,0.11,38.0207052004142,56
"Austria",15002,522,20000,0.11,38.0207052004142,57
"Austria",15071,530,20000,0.11,38.0207052004142,58
"Austria",15148,536,20000,0.11,38.0207052004142,59
"Austria",15225,542,20000,0.11,38.0207052004142,60
"Austria",15274,549,20000,0.11,38.0207052004142,61
"Austria",15357,569,20000,0.11,38.0207052004142,62
"Austria",15402,580,20000,0.11,38.0207052004142,63
"Azerbaijan",1480,20,10000,0.09,67.3466786210462,50
"Azerbaijan",1518,20,10000,0.09,67.3466786210462,51
"Azerbaijan",1548,20,10000,0.09,67.3466786210462,52
"Azerbaijan",1592,21,10000,0.09,67.3466786210462,53
"Azerbaijan",1617,21,10000,0.09,67.3466786210462,54
"Azerbaijan",1645,21,10000,0.09,67.3466786210462,55
"Azerbaijan",1678,22,10000,0.09,67.3466786210462,56
"Azerbaijan",1717,22,10000,0.09,67.3466786210462,57
"Azerbaijan",1766,23,10000,0.09,67.3466786210462,58
"Bahamas",65,9,100,0.1,20.7382610948515,26
"Bahamas",65,9,100,0.1,20.7382610948515,27
"Bahamas",72,11,100,0.1,20.7382610948515,28
"Bahamas",73,11,100,0.1,20.7382610948515,29
"Bahamas",78,11,100,0.1,20.7382610948515,30
"Bahamas",80,11,100,0.1,20.7382610948515,31
"Bahamas",80,11,100,0.1,20.7382610948515,32
"Bahamas",80,11,100,0.1,20.7382610948515,33
"Bahamas",80,11,100,0.1,20.7382610948515,34
"Bahrain",1973,7,20000,0.07,87.1205964746978,56
"Bahrain",2027,7,20000,0.07,87.1205964746978,57
"Bahrain",2217,8,20000,0.07,87.1205964746978,58
"Bahrain",2518,8,20000,0.07,87.1205964746978,59
"Bahrain",2588,8,20000,0.07,87.1205964746978,60
"Bahrain",2647,8,20000,0.07,87.1205964746978,61
"Bahrain",2723,8,20000,0.07,87.1205964746978,62
"Bahrain",2811,8,20000,0.07,87.1205964746978,63
"Bahrain",2921,8,20000,0.07,87.1205964746978,64
"Bangladesh",3382,110,10000,0.23,46.6787753173738,43
"Bangladesh",3772,120,10000,0.23,46.6787753173738,44
"Bangladesh",4186,127,10000,0.23,46.6787753173738,45
"Bangladesh",4689,131,10000,0.23,46.6787753173738,46
"Bangladesh",4998,140,10000,0.23,46.6787753173738,47
"Bangladesh",5416,145,10000,0.23,46.6787753173738,48
"Bangladesh",5913,152,10000,0.23,46.6787753173738,49
"Bangladesh",6462,155,10000,0.23,46.6787753173738,50
"Bangladesh",7103,163,10000,0.23,46.6787753173738,51
"Barbados",75,5,100,0.12,19.0919134454441,34
"Barbados",75,5,100,0.12,19.0919134454441,35
"Barbados",76,6,100,0.12,19.0919134454441,36
"Barbados",77,6,100,0.12,19.0919134454441,37
"Barbados",79,6,100,0.12,19.0919134454441,38
"Barbados",79,6,100,0.12,19.0919134454441,39
"Barbados",80,6,100,0.12,19.0919134454441,40
"Barbados",80,6,100,0.12,19.0919134454441,41
"Barbados",80,7,100,0.12,19.0919134454441,42
"Belarus",6723,55,10000,0.2,49.8764456233905,52
"Belarus",7281,58,10000,0.2,49.8764456233905,53
"Belarus",8022,60,10000,0.2,49.8764456233905,54
"Belarus",8773,63,10000,0.2,49.8764456233905,55
"Belarus",9590,67,10000,0.2,49.8764456233905,56
"Belarus",10463,72,10000,0.2,49.8764456233905,57
"Belarus",11289,75,10000,0.2,49.8764456233905,58
"Belarus",12208,79,10000,0.2,49.8764456233905,59
"Belarus",13181,84,10000,0.2,49.8764456233905,60
"Belgium",40956,5998,40000,0.17,61.164358693143,76
"Belgium",41889,6262,40000,0.17,61.164358693143,77
"Belgium",42797,6490,40000,0.17,61.164358693143,78
"Belgium",44293,6679,40000,0.17,61.164358693143,79
"Belgium",45325,6917,40000,0.17,61.164358693143,80
"Belgium",46134,7094,40000,0.17,61.164358693143,81
"Belgium",46687,7207,40000,0.17,61.164358693143,82
"Belgium",47334,7331,40000,0.17,61.164358693143,83
"Belgium",47859,7501,40000,0.17,61.164358693143,84
"Belize",18,2,100,0.1,38.1841088021777,26
"Belize",18,2,100,0.1,38.1841088021777,27
"Belize",18,2,100,0.1,38.1841088021777,28
"Belize",18,2,100,0.1,38.1841088021777,29
"Belize",18,2,100,0.1,38.1841088021777,30
"Belize",18,2,100,0.1,38.1841088021777,31
"Belize",18,2,100,0.1,38.1841088021777,32
"Belize",18,2,100,0.1,38.1841088021777,33
"Belize",18,2,100,0.1,38.1841088021777,34
"Benin",54,1,100,0.09,36.4954851522128,35
"Benin",54,1,100,0.09,36.4954851522128,36
"Benin",54,1,100,0.09,36.4954851522128,37
"Benin",54,1,100,0.09,36.4954851522128,38
"Benin",54,1,100,0.09,36.4954851522128,39
"Benin",64,1,100,0.09,36.4954851522128,40
"Benin",64,1,100,0.09,36.4954851522128,41
"Benin",64,1,100,0.09,36.4954851522128,42
"Benin",64,1,100,0.09,36.4954851522128,43
"Bhutan",6,0,100,0.06,86.4276656764684,45
"Bhutan",6,0,100,0.06,86.4276656764684,46
"Bhutan",7,0,100,0.06,86.4276656764684,47
"Bhutan",7,0,100,0.06,86.4276656764684,48
"Bhutan",7,0,100,0.06,86.4276656764684,49
"Bhutan",7,0,100,0.06,86.4276656764684,50
"Bhutan",7,0,100,0.06,86.4276656764684,51
"Bhutan",7,0,100,0.06,86.4276656764684,52
"Bhutan",7,0,100,0.06,86.4276656764684,53
"Bolivia",598,34,1000,0.13,38.0543513473893,40
"Bolivia",609,37,1000,0.13,38.0543513473893,41
"Bolivia",703,43,1000,0.13,38.0543513473893,42
"Bolivia",807,44,1000,0.13,38.0543513473893,43
"Bolivia",866,46,1000,0.13,38.0543513473893,44
"Bolivia",950,50,1000,0.13,38.0543513473893,45
"Bolivia",1014,53,1000,0.13,38.0543513473893,46
"Bolivia",1014,53,1000,0.13,38.0543513473893,47
"Bolivia",1110,59,1000,0.13,38.0543513473893,48
"Bosnia and Herzegovina",1342,51,10000,0.07,71.0382038184244,46
"Bosnia and Herzegovina",1368,53,10000,0.07,71.0382038184244,47
"Bosnia and Herzegovina",1413,54,10000,0.07,71.0382038184244,48
"Bosnia and Herzegovina",1421,55,10000,0.07,71.0382038184244,49
"Bosnia and Herzegovina",1486,57,10000,0.07,71.0382038184244,50
"Bosnia and Herzegovina",1516,59,10000,0.07,71.0382038184244,51
"Bosnia and Herzegovina",1565,60,10000,0.07,71.0382038184244,52
"Bosnia and Herzegovina",1585,63,10000,0.07,71.0382038184244,53
"Bosnia and Herzegovina",1677,65,10000,0.07,71.0382038184244,54
"Botswana",20,1,100,0.09,36.1138386746116,21
"Botswana",22,1,100,0.09,36.1138386746116,22
"Botswana",22,1,100,0.09,36.1138386746116,23
"Botswana",22,1,100,0.09,36.1138386746116,24
"Botswana",22,1,100,0.09,36.1138386746116,25
"Botswana",22,1,100,0.09,36.1138386746116,26
"Botswana",22,1,100,0.09,36.1138386746116,27
"Botswana",23,1,100,0.09,36.1138386746116,28
"Botswana",23,1,100,0.09,36.1138386746116,29
"Brazil",43079,2741,60000,0.15,49.2667063613896,54
"Brazil",45757,2906,60000,0.15,49.2667063613896,55
"Brazil",50036,3331,60000,0.15,49.2667063613896,56
"Brazil",54043,3704,60000,0.15,49.2667063613896,57
"Brazil",59324,4057,60000,0.15,49.2667063613896,58
"Brazil",63100,4286,60000,0.15,49.2667063613896,59
"Brazil",67446,4603,60000,0.15,49.2667063613896,60
"Brazil",73235,5083,60000,0.15,49.2667063613896,61
"Brazil",79685,5513,60000,0.15,49.2667063613896,62
"Brunei",138,1,500,0.03,66.8704890526113,42
"Brunei",138,1,500,0.03,66.8704890526113,43
"Brunei",138,1,500,0.03,66.8704890526113,44
"Brunei",138,1,500,0.03,66.8704890526113,45
"Brunei",138,1,500,0.03,66.8704890526113,46
"Brunei",138,1,500,0.03,66.8704890526113,47
"Brunei",138,1,500,0.03,66.8704890526113,48
"Brunei",138,1,500,0.03,66.8704890526113,49
"Brunei",138,1,500,0.03,66.8704890526113,50
"Bulgaria",975,45,1000,0.12,27.3035213098809,43
"Bulgaria",1024,49,1000,0.12,27.3035213098809,44
"Bulgaria",1097,52,1000,0.12,27.3035213098809,45
"Bulgaria",1234,54,1000,0.12,27.3035213098809,46
"Bulgaria",1247,55,1000,0.12,27.3035213098809,47
"Bulgaria",1300,56,1000,0.12,27.3035213098809,48
"Bulgaria",1363,58,1000,0.12,27.3035213098809,49
"Bulgaria",1399,58,1000,0.12,27.3035213098809,50
"Bulgaria",1447,64,1000,0.12,27.3035213098809,51
"Burkina Faso",600,38,500,0.21,20.5645569441127,41
"Burkina Faso",609,39,500,0.21,20.5645569441127,42
"Burkina Faso",616,41,500,0.21,20.5645569441127,43
"Burkina Faso",629,41,500,0.21,20.5645569441127,44
"Burkina Faso",629,41,500,0.21,20.5645569441127,45
"Burkina Faso",632,42,500,0.21,20.5645569441127,46
"Burkina Faso",635,42,500,0.21,20.5645569441127,47
"Burkina Faso",638,42,500,0.21,20.5645569441127,48
"Burkina Faso",641,43,500,0.21,20.5645569441127,49
"Burma",121,5,1000,0.13,39.0546650695457,24
"Burma",123,5,1000,0.13,39.0546650695457,25
"Burma",139,5,1000,0.13,39.0546650695457,26
"Burma",144,5,1000,0.13,39.0546650695457,27
"Burma",146,5,1000,0.13,39.0546650695457,28
"Burma",146,5,1000,0.13,39.0546650695457,29
"Burma",146,5,1000,0.13,39.0546650695457,30
"Burma",150,5,1000,0.13,39.0546650695457,31
"Burma",150,6,1000,0.13,39.0546650695457,32
"Burundi",5,1,100,0.05,75.3198979583028,20
"Burundi",11,1,100,0.05,75.3198979583028,21
"Burundi",11,1,100,0.05,75.3198979583028,22
"Burundi",11,1,100,0.05,75.3198979583028,23
"Burundi",11,1,100,0.05,75.3198979583028,24
"Burundi",11,1,100,0.05,75.3198979583028,25
"Burundi",11,1,100,0.05,75.3198979583028,26
"Burundi",11,1,100,0.05,75.3198979583028,27
"Burundi",11,1,100,0.05,75.3198979583028,28
"Cabo Verde",68,1,100,0.33,22.8938901279779,26
"Cabo Verde",73,1,100,0.33,22.8938901279779,27
"Cabo Verde",82,1,100,0.33,22.8938901279779,28
"Cabo Verde",88,1,100,0.33,22.8938901279779,29
"Cabo Verde",90,1,100,0.33,22.8938901279779,30
"Cabo Verde",106,1,100,0.33,22.8938901279779,31
"Cabo Verde",109,1,100,0.33,22.8938901279779,32
"Cabo Verde",114,1,100,0.33,22.8938901279779,33
"Cabo Verde",114,1,100,0.33,22.8938901279779,34
"Cambodia",122,0,100,0.5,52.6883024413644,84
"Cambodia",122,0,100,0.5,52.6883024413644,85
"Cambodia",122,0,100,0.5,52.6883024413644,86
"Cambodia",122,0,100,0.5,52.6883024413644,87
"Cambodia",122,0,100,0.5,52.6883024413644,88
"Cambodia",122,0,100,0.5,52.6883024413644,89
"Cambodia",122,0,100,0.5,52.6883024413644,90
"Cambodia",122,0,100,0.5,52.6883024413644,91
"Cambodia",122,0,100,0.5,52.6883024413644,92
"Cameroon",1163,43,1000,0.27,10.3058317434722,26
"Cameroon",1163,43,1000,0.27,10.3058317434722,27
"Cameroon",1334,43,1000,0.27,10.3058317434722,28
"Cameroon",1430,43,1000,0.27,10.3058317434722,29
"Cameroon",1518,53,1000,0.27,10.3058317434722,30
"Cameroon",1621,56,1000,0.27,10.3058317434722,31
"Cameroon",1705,58,1000,0.27,10.3058317434722,32
"Cameroon",1705,58,1000,0.27,10.3058317434722,33
"Cameroon",1832,61,1000,0.27,10.3058317434722,34
"Canada",39389,1909,40000,0.16,73.458619987563,85
"Canada",41650,2077,40000,0.16,73.458619987563,86
"Canada",43286,2240,40000,0.16,73.458619987563,87
"Canada",44056,2385,40000,0.16,73.458619987563,88
"Canada",45493,2548,40000,0.16,73.458619987563,89
"Canada",47147,2662,40000,0.16,73.458619987563,90
"Canada",49603,2840,40000,0.16,73.458619987563,91
"Canada",51137,2982,40000,0.16,73.458619987563,92
"Canada",52852,3154,40000,0.16,73.458619987563,93
"Central African Republic",14,0,100,0.06,66.50907318378,36
"Central African Republic",14,0,100,0.06,66.50907318378,37
"Central African Republic",16,0,100,0.06,66.50907318378,38
"Central African Republic",16,0,100,0.06,66.50907318378,39
"Central African Republic",16,0,100,0.06,66.50907318378,40
"Central African Republic",19,0,100,0.06,66.50907318378,41
"Central African Republic",19,0,100,0.06,66.50907318378,42
"Central African Republic",50,0,100,0.06,66.50907318378,43
"Central African Republic",50,0,100,0.06,66.50907318378,44
"Chad",33,0,100,0.12,30.9226054224959,26
"Chad",33,0,100,0.12,30.9226054224959,27
"Chad",33,0,100,0.12,30.9226054224959,28
"Chad",40,0,100,0.12,30.9226054224959,29
"Chad",46,0,100,0.12,30.9226054224959,30
"Chad",46,0,100,0.12,30.9226054224959,31
"Chad",46,0,100,0.12,30.9226054224959,32
"Chad",52,2,100,0.12,30.9226054224959,33
"Chad",52,2,100,0.12,30.9226054224959,34
"Chile",10832,147,10000,0.18,33.973835800288,48
"Chile",11296,160,10000,0.18,33.973835800288,49
"Chile",11812,168,10000,0.18,33.973835800288,50
"Chile",12306,174,10000,0.18,33.973835800288,51
"Chile",12858,181,10000,0.18,33.973835800288,52
"Chile",13331,189,10000,0.18,33.973835800288,53
"Chile",13813,198,10000,0.18,33.973835800288,54
"Chile",14365,207,10000,0.18,33.973835800288,55
"Chile",14885,216,10000,0.18,33.973835800288,56
"China",83853,4636,80000,0.21,18.1315000392581,89
"China",83868,4636,80000,0.21,18.1315000392581,90
"China",83884,4636,80000,0.21,18.1315000392581,91
"China",83899,4636,80000,0.21,18.1315000392581,92
"China",83909,4636,80000,0.21,18.1315000392581,93
"China",83912,4637,80000,0.21,18.1315000392581,94
"China",83918,4637,80000,0.21,18.1315000392581,95
"China",83940,4637,80000,0.21,18.1315000392581,96
"China",83944,4637,80000,0.21,18.1315000392581,97
"Colombia",4149,196,10000,0.1,47.9541644587285,45
"Colombia",4356,206,10000,0.1,47.9541644587285,46
"Colombia",4561,215,10000,0.1,47.9541644587285,47
"Colombia",4881,225,10000,0.1,47.9541644587285,48
"Colombia",5142,233,10000,0.1,47.9541644587285,49
"Colombia",5379,244,10000,0.1,47.9541644587285,50
"Colombia",5597,253,10000,0.1,47.9541644587285,51
"Colombia",5949,269,10000,0.1,47.9541644587285,52
"Colombia",6207,278,10000,0.1,47.9541644587285,53
"Congo (Brazzaville)",165,6,500,0.13,41.6499378725665,36
"Congo (Brazzaville)",186,6,500,0.13,41.6499378725665,37
"Congo (Brazzaville)",186,6,500,0.13,41.6499378725665,38
"Congo (Brazzaville)",200,6,500,0.13,41.6499378725665,39
"Congo (Brazzaville)",200,6,500,0.13,41.6499378725665,40
"Congo (Brazzaville)",200,6,500,0.13,41.6499378725665,41
"Congo (Brazzaville)",200,6,500,0.13,41.6499378725665,42
"Congo (Brazzaville)",207,8,500,0.13,41.6499378725665,43
"Congo (Brazzaville)",207,8,500,0.13,41.6499378725665,44
"Congo (Kinshasa)",350,25,500,0.11,33.5872099295995,40
"Congo (Kinshasa)",359,25,500,0.11,33.5872099295995,41
"Congo (Kinshasa)",377,25,500,0.11,33.5872099295995,42
"Congo (Kinshasa)",394,25,500,0.11,33.5872099295995,43
"Congo (Kinshasa)",416,28,500,0.11,33.5872099295995,44
"Congo (Kinshasa)",442,28,500,0.11,33.5872099295995,45
"Congo (Kinshasa)",459,28,500,0.11,33.5872099295995,46
"Congo (Kinshasa)",471,30,500,0.11,33.5872099295995,47
"Congo (Kinshasa)",491,30,500,0.11,33.5872099295995,48
"Costa Rica",669,6,1000,0.1,33.3626154719806,45
"Costa Rica",681,6,1000,0.1,33.3626154719806,46
"Costa Rica",686,6,1000,0.1,33.3626154719806,47
"Costa Rica",687,6,1000,0.1,33.3626154719806,48
"Costa Rica",693,6,1000,0.1,33.3626154719806,49
"Costa Rica",695,6,1000,0.1,33.3626154719806,50
"Costa Rica",697,6,1000,0.1,33.3626154719806,51
"Costa Rica",705,6,1000,0.1,33.3626154719806,52
"Costa Rica",713,6,1000,0.1,33.3626154719806,53
"Cote d'Ivoire",916,13,1000,0.16,30.604131204015,40
"Cote d'Ivoire",952,14,1000,0.16,30.604131204015,41
"Cote d'Ivoire",1004,14,1000,0.16,30.604131204015,42
"Cote d'Ivoire",1077,14,1000,0.16,30.604131204015,43
"Cote d'Ivoire",1077,14,1000,0.16,30.604131204015,44
"Cote d'Ivoire",1150,14,1000,0.16,30.604131204015,45
"Cote d'Ivoire",1164,14,1000,0.16,30.604131204015,46
"Cote d'Ivoire",1183,14,1000,0.16,30.604131204015,47
"Cote d'Ivoire",1238,14,1000,0.16,30.604131204015,48
"Croatia",1908,48,10000,0.07,72.1945723434289,55
"Croatia",1950,48,10000,0.07,72.1945723434289,56
"Croatia",1981,50,10000,0.07,72.1945723434289,57
"Croatia",2009,51,10000,0.07,72.1945723434289,58
"Croatia",2016,54,10000,0.07,72.1945723434289,59
"Croatia",2030,55,10000,0.07,72.1945723434289,60
"Croatia",2039,59,10000,0.07,72.1945723434289,61
"Croatia",2047,63,10000,0.07,72.1945723434289,62
"Croatia",2062,67,10000,0.07,72.1945723434289,63
"Cuba",1137,38,1000,0.22,27.132291209507,39
"Cuba",1189,40,1000,0.22,27.132291209507,40
"Cuba",1235,43,1000,0.22,27.132291209507,41
"Cuba",1285,49,1000,0.22,27.132291209507,42
"Cuba",1337,51,1000,0.22,27.132291209507,43
"Cuba",1369,54,1000,0.22,27.132291209507,44
"Cuba",1389,56,1000,0.22,27.132291209507,45
"Cuba",1437,58,1000,0.22,27.132291209507,46
"Cuba",1467,58,1000,0.22,27.132291209507,47
"Cyprus",784,12,1000,0.13,29.6046609470927,42
"Cyprus",790,13,1000,0.13,29.6046609470927,43
"Cyprus",795,13,1000,0.13,29.6046609470927,44
"Cyprus",804,14,1000,0.13,29.6046609470927,45
"Cyprus",810,14,1000,0.13,29.6046609470927,46
"Cyprus",817,14,1000,0.13,29.6046609470927,47
"Cyprus",822,15,1000,0.13,29.6046609470927,48
"Cyprus",837,15,1000,0.13,29.6046609470927,49
"Cyprus",843,15,1000,0.13,29.6046609470927,50
"Czechia",7033,201,10000,0.09,14.1520460309811,26
"Czechia",7132,208,10000,0.09,14.1520460309811,27
"Czechia",7187,210,10000,0.09,14.1520460309811,28
"Czechia",7273,214,10000,0.09,14.1520460309811,29
"Czechia",7352,218,10000,0.09,14.1520460309811,30
"Czechia",7404,220,10000,0.09,14.1520460309811,31
"Czechia",7445,223,10000,0.09,14.1520460309811,32
"Czechia",7504,227,10000,0.09,14.1520460309811,33
"Czechia",7579,227,10000,0.09,14.1520460309811,34
"Denmark",7891,370,10000,0.11,40.0851887810717,53
"Denmark",8108,384,10000,0.11,40.0851887810717,54
"Denmark",8271,394,10000,0.11,40.0851887810717,55
"Denmark",8408,403,10000,0.11,40.0851887810717,56
"Denmark",8643,418,10000,0.11,40.0851887810717,57
"Denmark",8773,422,10000,0.11,40.0851887810717,58
"Denmark",8896,427,10000,0.11,40.0851887810717,59
"Denmark",9049,434,10000,0.11,40.0851887810717,60
"Denmark",9206,443,10000,0.11,40.0851887810717,61
"Djibouti",945,2,1000,0.35,28.0831192586577,33
"Djibouti",974,2,1000,0.35,28.0831192586577,34
"Djibouti",986,2,1000,0.35,28.0831192586577,35
"Djibouti",999,2,1000,0.35,28.0831192586577,36
"Djibouti",1008,2,1000,0.35,28.0831192586577,37
"Djibouti",1023,2,1000,0.35,28.0831192586577,38
"Djibouti",1035,2,1000,0.35,28.0831192586577,39
"Djibouti",1072,2,1000,0.35,28.0831192586577,40
"Djibouti",1077,2,1000,0.35,28.0831192586577,41
"Dominica",16,0,100,0.03,74.8529796377294,26
"Dominica",16,0,100,0.03,74.8529796377294,27
"Dominica",16,0,100,0.03,74.8529796377294,28
"Dominica",16,0,100,0.03,74.8529796377294,29
"Dominica",16,0,100,0.03,74.8529796377294,30
"Dominica",16,0,100,0.03,74.8529796377294,31
"Dominica",16,0,100,0.03,74.8529796377294,32
"Dominica",16,0,100,0.03,74.8529796377294,33
"Dominica",16,0,100,0.03,74.8529796377294,34
"Dominican Republic",5044,245,10000,0.11,50.1010765705052,50
"Dominican Republic",5300,260,10000,0.11,50.1010765705052,51
"Dominican Republic",5543,265,10000,0.11,50.1010765705052,52
"Dominican Republic",5749,267,10000,0.11,50.1010765705052,53
"Dominican Republic",5926,273,10000,0.11,50.1010765705052,54
"Dominican Republic",6135,278,10000,0.11,50.1010765705052,55
"Dominican Republic",6293,282,10000,0.11,50.1010765705052,56
"Dominican Republic",6416,286,10000,0.11,50.1010765705052,57
"Dominican Republic",6652,293,10000,0.11,50.1010765705052,58
"Ecuador",10398,520,10000,0.18,37.211009584738,50
"Ecuador",10850,537,10000,0.18,37.211009584738,51
"Ecuador",11183,560,10000,0.18,37.211009584738,52
"Ecuador",22719,576,10000,0.18,37.211009584738,53
"Ecuador",22719,576,10000,0.18,37.211009584738,54
"Ecuador",22719,576,10000,0.18,37.211009584738,55
"Ecuador",23240,663,10000,0.18,37.211009584738,56
"Ecuador",24258,871,10000,0.18,37.211009584738,57
"Ecuador",24675,883,10000,0.18,37.211009584738,58
"Egypt",3490,264,10000,0.09,73.3386602129144,66
"Egypt",3659,276,10000,0.09,73.3386602129144,67
"Egypt",3891,287,10000,0.09,73.3386602129144,68
"Egypt",4092,294,10000,0.09,73.3386602129144,69
"Egypt",4319,307,10000,0.09,73.3386602129144,70
"Egypt",4534,317,10000,0.09,73.3386602129144,71
"Egypt",4782,337,10000,0.09,73.3386602129144,72
"Egypt",5042,359,10000,0.09,73.3386602129144,73
"Egypt",5268,380,10000,0.09,73.3386602129144,74
"El Salvador",225,7,500,0.12,27.5587396790356,26
"El Salvador",237,7,500,0.12,27.5587396790356,27
"El Salvador",250,8,500,0.12,27.5587396790356,28
"El Salvador",274,8,500,0.12,27.5587396790356,29
"El Salvador",274,8,500,0.12,27.5587396790356,30
"El Salvador",298,8,500,0.12,27.5587396790356,31
"El Salvador",323,8,500,0.12,27.5587396790356,32
"El Salvador",345,8,500,0.12,27.5587396790356,33
"El Salvador",377,9,500,0.12,27.5587396790356,34
"Equatorial Guinea",83,0,50000,0.12,88.9533446682184,36
"Equatorial Guinea",84,1,50000,0.12,88.9533446682184,37
"Equatorial Guinea",84,1,50000,0.12,88.9533446682184,38
"Equatorial Guinea",214,1,50000,0.12,88.9533446682184,39
"Equatorial Guinea",258,1,50000,0.12,88.9533446682184,40
"Equatorial Guinea",258,1,50000,0.12,88.9533446682184,41
"Equatorial Guinea",258,1,50000,0.12,88.9533446682184,42
"Equatorial Guinea",315,1,50000,0.12,88.9533446682184,43
"Equatorial Guinea",315,1,50000,0.12,88.9533446682184,44
"Eritrea",39,0,100,0.07,28.8434800265458,26
"Eritrea",39,0,100,0.07,28.8434800265458,27
"Eritrea",39,0,100,0.07,28.8434800265458,28
"Eritrea",39,0,100,0.07,28.8434800265458,29
"Eritrea",39,0,100,0.07,28.8434800265458,30
"Eritrea",39,0,100,0.07,28.8434800265458,31
"Eritrea",39,0,100,0.07,28.8434800265458,32
"Eritrea",39,0,100,0.07,28.8434800265458,33
"Eritrea",39,0,100,0.07,28.8434800265458,34
"Estonia",1552,43,10000,0.06,77.6610629562666,53
